# Program:featureCounts v1.4.6; Command:"featureCounts" "-a" "Probes.FC.annotation.HG19.txt" "-o" "RNA-seq_pluri.txt" "-F" "SAF" "-O" "/mnt/gluster/home/ireneg/ipsc_paper/mapped_data/H18489_LCL/accepted_hits.bam" "/mnt/gluster/home/ireneg/ipsc_paper/mapped_data/H28834_day_20/accepted_hits.bam" "/mnt/gluster/home/ireneg/ipsc_paper/mapped_data/H20961_FB/accepted_hits.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18489/H18489.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18507/H18507.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18508/H18508.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18516/H18516.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18855/H18855.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18856/H18856.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18858/H18858.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19098/H19098.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19101/H19101.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19239/H19239.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19257/H19257.bam" 
Geneid	Chr	Start	End	Strand	Length	/mnt/gluster/home/ireneg/ipsc_paper/mapped_data/H18489_LCL/accepted_hits.bam	/mnt/gluster/home/ireneg/ipsc_paper/mapped_data/H28834_day_20/accepted_hits.bam	/mnt/gluster/home/ireneg/ipsc_paper/mapped_data/H20961_FB/accepted_hits.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18489/H18489.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18507/H18507.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18508/H18508.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18516/H18516.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18855/H18855.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18856/H18856.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18858/H18858.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19098/H19098.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19101/H19101.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19239/H19239.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19257/H19257.bam
ILMN_1768969	chr1	225592103	225592153	+	51	271	0	25	30	14	41	66	44	51	30	25	27	60	65
ILMN_1735673	chr5	127302260	127302310	-	51	59	6	22	14	14	10	12	11	0	2	1	7	3	4
ILMN_1911845	chr12	11694419	11694469	+	51	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ILMN_1756999	chr16	53524766	53524816	-	51	201	8	88	32	56	30	36	45	34	17	9	28	38	27
ILMN_3268023	chr13	23424608	23424658	-	51	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ILMN_2103591	chr22	31324119	31324169	+	51	42	27	32	63	82	46	85	69	79	31	26	53	97	56
ILMN_1699703	chr11	118473176	118473226	-	51	531	35	316	190	268	287	202	276	241	229	93	185	302	198
ILMN_1911713	chr8	21548199	21548249	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1813239	chr1	1003247	1003297	-	51	14	0	0	1	0	0	0	0	0	0	1	0	0	1
ILMN_1886604	chr19	11647921	11647971	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1784653	chr1	158968617	158968667	+	51	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1764571	chr17	36668274	36668324	-	51	9	5	122	41	38	13	61	20	20	39	8	29	53	42
ILMN_1657847	chr7	48026908	48026958	+	51	1	0	0	0	1	0	0	1	0	0	0	0	0	0
ILMN_1673793	chr7	48068541	48068591	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1668008	chr14	24898572	24898622	+	51	38	0	12	0	0	1	0	2	0	0	0	0	0	0
ILMN_3200430	chr7	65535941	65535991	+	51	0	0	0	2	3	3	2	8	3	5	2	0	3	8
ILMN_1739641	chr22	30423552	30423602	-	51	90	11	25	27	59	22	32	28	25	20	19	17	30	23
ILMN_1676254	chr22	30418023	30418073	-	51	33	0	14	7	11	7	15	14	12	8	5	6	10	7
ILMN_1803925	chr22	30426105	30426155	-	51	8	3	8	8	5	15	10	5	5	5	5	2	6	5
ILMN_1696228	chr1	26651416	26651466	+	51	0	0	0	1	2	0	2	1	0	1	0	1	0	0
ILMN_3235168	chr1	20826008	20826058	+	51	36	19	22	21	28	14	14	26	12	13	6	3	11	34
ILMN_1655161	chr1	2252868	2252918	+	51	1	5	1	2	7	1	3	6	3	3	2	0	0	3
ILMN_1694075	chr1	68153342	68153392	-	51	167	9	128	25	28	72	43	70	36	28	18	29	45	81
ILMN_2052208	chr1	68153583	68153633	-	51	400	58	240	99	136	188	127	198	128	73	68	82	115	303
ILMN_1677603	chr12	7169058	7169108	-	51	1	0	514	9	1	6	8	1	0	1	1	1	6	10
ILMN_1687277	chr5	150228119	150228169	-	51	1	0	0	1	0	0	1	0	0	0	0	0	0	0
ILMN_1668984	chr17	4391289	4391339	-	51	3	0	1	0	0	0	0	1	0	0	0	0	0	0
ILMN_1803476	chr6	36457870	36457920	-	51	225	3	93	36	18	35	51	54	32	31	15	29	35	39
ILMN_1878728	chr3	178174976	178175026	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3199172	chr14	50363543	50363593	+	51	194	4	45	51	52	38	40	50	51	26	30	39	41	44
ILMN_1782034	chrX	57934258	57934308	+	51	9	0	7	3	4	2	0	2	6	3	0	2	2	4
ILMN_1679029	chrX	57935808	57935858	+	51	1	0	6	1	0	4	1	2	0	0	0	1	0	0
ILMN_2342250	chrX	57934567	57934617	+	51	20	0	2	0	2	6	2	5	5	2	4	0	4	7
ILMN_1652780	chr15	52101881	52101931	-	51	11	0	9	2	0	4	0	0	6	3	0	0	2	2
ILMN_2251225	chr1	67278890	67278940	+	51	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ILMN_1752682	chr1	67279005	67279055	+	51	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ILMN_1746436	chr6	31171511	31171561	-	51	21	1	0	1	0	0	0	1	0	0	0	0	0	0
ILMN_1764826	chrX	48886353	48886403	+	51	118	21	87	40	84	131	57	60	51	65	20	33	57	75
ILMN_1807510	chr11	57567129	57567179	-	51	3	0	1	2	1	0	2	1	0	1	0	1	2	2
ILMN_1844132	chrX	122992748	122992798	-	51	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ILMN_3289726	chr12	77054482	77054532	-	51	1	0	0	1	2	2	3	6	1	1	1	2	2	2
ILMN_3309289	chr1	198828173	198828223	+	51	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_2389445	chr1	18023825	18023875	-	51	1	12	21	30	35	23	28	31	14	26	10	17	35	41
ILMN_1887013	chr6	75953852	75953902	+	51	2	0	0	0	0	0	0	0	1	1	0	2	1	1
ILMN_1900235	chr11	130738179	130738229	+	51	6	0	5	1	2	2	4	0	1	1	0	0	3	1
ILMN_1800540	chr1	207533478	207533528	-	51	220	14	47	38	38	13	19	31	32	27	33	15	38	26
ILMN_1754249	chr7	38396939	38396989	+	51	7	0	0	0	1	0	0	0	0	0	0	0	0	0
ILMN_3282740	chr1	206702905	206702955	+	51	1	0	0	0	0	0	0	1	1	0	0	0	1	1
ILMN_1684541	chr3	49038776	49038826	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ILMN_1794805	chr17	73401834	73401884	+	51	0	0	0	1	0	0	0	0	3	0	0	0	0	0
ILMN_1659913	chr15	89198771	89198821	-	51	331	0	1	3	4	1	5	2	2	1	0	0	1	1
ILMN_3236404	chr17	33900697	33900747	-	51	1	0	0	1	1	0	1	0	1	0	0	0	0	0
ILMN_3226899	chr17	19400486	19400536	-	51	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ILMN_2131756	chr1	70610834	70610884	+	51	77	1	11	63	77	28	50	57	71	40	36	38	56	47
ILMN_1732509	chr1	70625070	70625120	+	51	93	0	20	27	15	37	43	74	38	40	26	24	56	52
ILMN_1768357	chr14	60212581	60212631	+	51	0	0	0	0	0	1	0	0	0	0	0	0	3	0
ILMN_1756928	chr14	60063071	60063121	+	51	1	0	1	4	4	3	2	2	2	1	1	3	7	2
ILMN_2062001	chr8	42874675	42874725	-	51	13	0	20	6	2	4	9	6	12	2	2	6	8	4
ILMN_1757941	chr6	78417582	78417632	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_2123312	chr5	96253303	96253353	-	51	60	1	29	0	0	0	0	0	0	0	0	0	0	0
ILMN_1696394	chr1	154426974	154427024	-	51	13	0	20	0	2	4	4	1	1	1	0	0	6	1
ILMN_1754753	chr1	154440042	154440092	-	51	15	0	13	1	1	3	3	1	5	3	0	0	7	0
ILMN_2146418	chr2	36776630	36776680	-	51	86	1	473	28	18	27	23	30	25	12	12	19	35	31
ILMN_3309254	chr20	62574027	62574077	+	51	21	4	4	5	11	6	6	4	7	1	1	2	5	8
ILMN_1662021	chr1	90460800	90460850	-	51	34	0	14	2	5	7	9	9	11	4	4	3	9	30
ILMN_1753950	chr1	90473201	90473251	-	51	28	0	19	14	10	15	29	17	22	17	14	10	28	69
ILMN_1909312	chr13	113342168	113342218	+	51	0	0	1	1	0	0	0	3	0	1	0	0	0	0
ILMN_1759920	chr7	117364618	117364668	+	51	0	0	0	7	15	6	7	14	12	5	10	10	17	10
ILMN_3310890	chr8	129021150	129021200	-	51	1	0	0	0	0	0	0	1	0	0	0	1	0	1
ILMN_1801357	chrX	114143868	114143918	-	51	0	0	0	7	4	5	0	2	5	4	1	3	3	2
ILMN_1780315	chr1	1246733	1246783	-	51	63	7	26	74	91	83	76	75	66	47	29	48	80	97
ILMN_1714383	chr6	125584194	125584244	-	51	1	18	6	14	12	15	28	39	32	13	11	16	27	20
ILMN_2048700	chr8	124338143	124338193	+	51	181	2	20	30	27	12	13	24	15	26	20	33	35	32
ILMN_3215743	chr9	33019939	33019989	+	51	2	0	1	23	15	65	23	32	14	11	12	17	30	39
ILMN_1703246	chr22	50885351	50885401	+	51	55	20	22	15	21	20	11	28	17	9	12	20	17	23
ILMN_1803968	chr7	39873935	39873985	-	51	0	0	0	5	6	6	4	6	3	3	0	3	7	6
ILMN_2150123	chr11	48239014	48239064	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1904701	chr19	30537698	30537748	+	51	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ILMN_1719163	chr19	7083281	7083331	-	51	45	0	6	3	2	7	4	6	5	5	1	1	5	5
ILMN_1722670	chr8	143851179	143851229	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1736682	chr3	140867152	140867202	-	51	0	25	1	25	12	12	26	42	32	12	4	16	30	27
ILMN_2182335	chr12	46301430	46301480	-	51	14	6	4	20	26	5	21	9	16	4	7	16	8	12
ILMN_1795247	chr12	46300951	46301001	-	51	11	1	1	13	21	3	18	15	13	8	10	9	15	16
ILMN_1717975	chr8	145689481	145689531	+	51	28	32	24	20	30	19	21	26	29	7	6	9	21	25
ILMN_1774132	chr11	75298064	75298114	+	51	0	2	2	0	0	0	0	0	1	0	0	0	0	0
ILMN_2351269	chr19	54947271	54947321	-	51	1	3	0	12	43	37	25	43	34	13	62	13	24	29
ILMN_1745695	chr1	231320115	231320165	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1743395	chr3	46495885	46495935	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1803192	chr15	44158491	44158541	-	51	82	4	9	15	14	8	8	17	15	6	10	8	17	19
ILMN_1791679	chr2	230222878	230222928	+	51	0	0	0	8	6	2	16	9	9	6	0	13	17	3
ILMN_1681356	chr11	72287399	72287449	+	51	0	0	0	6	7	3	4	9	5	7	4	5	9	10
ILMN_2227133	chr6	37448730	37448780	-	51	362	17	40	46	63	38	51	41	38	36	21	34	47	50
ILMN_1666156	chrX	102931295	102931345	+	51	846	28	486	516	451	866	467	671	566	625	233	316	536	1214
ILMN_3247154	chr19	12502297	12502347	+	51	34	0	2	3	2	5	6	3	9	8	1	1	5	3
ILMN_1661799	chr12	53536022	53536072	-	51	0	0	0	79	38	47	83	121	106	51	33	45	128	117
ILMN_1674522	chr3	42826408	42826458	+	51	265	39	160	203	88	125	218	266	160	118	68	119	232	225
ILMN_3273317	chr2	182302935	182302985	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1681189	chr9	115724490	115724540	+	51	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ILMN_1743857	chr3	159890491	159890541	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3245084	chr7	153758815	153758865	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3187843	chr10	119805004	119805054	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_2333146	chr22	23630309	23630359	-	51	8	1	27	53	34	76	105	99	106	39	40	31	128	103
ILMN_1697585	chr12	100618007	100618057	-	51	100	5	23	47	36	26	34	55	41	32	26	31	59	39
ILMN_3244276	chr9	34582725	34582775	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ILMN_1836309	chr13	113622021	113622071	+	51	0	4	0	2	7	6	2	6	2	1	0	2	3	1
ILMN_1812445	chr17	18834028	18834078	-	51	503	22	27	68	85	54	61	116	80	84	38	51	93	108
ILMN_1776666	chr1	37266621	37266671	+	51	0	0	0	0	1	3	0	2	3	1	0	0	1	1
ILMN_1685742	chr15	23027864	23027914	+	51	115	0	23	18	0	24	46	43	32	41	10	11	64	47
ILMN_1720344	chr15	23005565	23005615	+	51	325	32	48	86	56	50	58	79	64	68	19	56	112	98
ILMN_1688730	chr5	138747485	138747535	+	51	8	7	14	11	22	16	9	13	10	12	8	2	9	10
ILMN_3269123	chr11	71595540	71595590	-	51	1	0	0	0	0	0	1	1	0	0	0	0	1	0
ILMN_1754303	chr8	99057576	99057626	+	51	20181	712	4306	2421	1600	2457	2436	6434	3546	1831	2237	1405	3627	4387
ILMN_1741688	chr10	125505402	125505452	+	51	0	4	73	8	13	3	2	12	10	4	4	4	20	11
ILMN_1784946	chr6	88376788	88376838	-	51	126	23	37	99	154	86	77	111	74	67	70	71	114	113
ILMN_1807912	chr1	21995359	21995409	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1653358	chr19	5843129	5843179	+	51	1	1	0	0	3	1	0	2	0	1	2	0	1	0
ILMN_1693995	chr6	58364715	58364765	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3235853	chr1	101706483	101706533	-	51	149	16	38	1	4	2	10	6	6	1	4	0	4	2
ILMN_1745570	chr19	51479804	51479854	+	51	0	0	0	0	0	1	1	0	1	2	0	1	2	3
ILMN_3289679	chr5	17605137	17605187	-	51	0	0	0	0	0	24	0	0	0	0	0	0	0	0
ILMN_1873411	chr10	20684651	20684701	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1697466	chr1	247902134	247902184	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1738725	chr22	30636855	30636905	+	51	3	0	2	5	5	11	8	17	6	1	0	2	1	7
ILMN_1727251	chr12	50474432	50474482	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_2212999	chr2	149883106	149883156	-	51	0	3	0	24	36	20	29	20	26	21	10	5	16	17
ILMN_1721895	chr11	111759960	111760010	+	51	1	0	0	0	0	0	1	0	0	1	0	0	0	0
ILMN_1814661	chr18	60647390	60647440	-	51	31	1	7	67	113	38	71	55	44	38	18	55	81	65
ILMN_2073115	chr14	20444630	20444680	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1702727	chr3	32857974	32858024	+	51	0	0	0	0	0	0	1	0	0	0	0	0	0	4
ILMN_1807540	chr10	74127380	74127430	+	51	128	28	86	84	121	68	75	76	70	43	31	31	63	57
ILMN_3188800	chr4	7035149	7035199	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3204312	chr18	61164371	61164421	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3215008	chr15	32678175	32678225	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1860116	chr21	43137670	43137720	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1658221	chr6	43582532	43582582	-	51	71	0	23	5	0	6	7	13	9	9	6	3	1	8
ILMN_1708502	chr5	132211804	132211854	+	51	29	1	13	20	21	11	22	11	15	18	7	15	9	19
ILMN_2280548	chr5	39126166	39126216	+	51	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1796537	chr5	39105712	39105762	+	51	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3247424	chr7	937755	937805	+	51	156	8	2	6	7	4	5	8	6	5	2	3	2	8
ILMN_1686841	chr9	130478209	130478259	-	51	0	0	0	0	2	0	0	0	0	0	0	0	0	1
ILMN_1735905	chr15	23689051	23689101	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1808333	chr2	242122060	242122110	-	51	245	25	90	34	46	43	42	52	34	33	13	26	41	49
ILMN_1725346	chr14	62262529	62262579	-	51	17	2	13	19	10	11	7	14	15	17	7	8	10	6
ILMN_1731749	chr17	15604888	15604938	-	51	0	0	0	1	0	0	2	0	0	0	0	0	0	1
ILMN_2399310	chr10	22032119	22032169	-	51	95	36	25	51	104	25	52	56	69	50	31	44	59	71
ILMN_1751206	chr10	21823102	21823152	-	51	0	0	0	0	0	2	0	0	1	1	0	1	0	0
ILMN_1743538	chr10	22032023	22032073	-	51	85	36	22	37	63	38	49	52	36	27	22	22	54	57
ILMN_2393994	chr8	68108159	68108209	-	51	18	6	8	6	8	5	8	6	8	9	5	6	9	22
ILMN_1741812	chr6	116881996	116882046	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3238339	chr9	67293613	67293663	-	51	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ILMN_2189314	chr6	22570550	22570600	-	51	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ILMN_1666845	chr17	39775708	39775758	+	51	4	0	4	0	2	0	0	1	0	1	0	0	0	0
ILMN_1701101	chr1	11844253	11844303	-	51	0	0	0	1	1	0	2	2	0	2	0	2	2	0
ILMN_1659430	chr1	144873973	144874023	+	51	19	0	49	2	1	2	5	2	1	1	2	1	8	3
ILMN_3272101	chr2	46879666	46879716	-	51	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ILMN_1659623	chr2	231590410	231590460	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1712454	chr1	165532934	165532984	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3221473	chr14	55154054	55154104	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1710219	chr7	93054270	93054320	+	51	0	0	0	1	1	0	0	1	2	1	1	0	1	2
ILMN_2310896	chr1	247611953	247612003	-	51	1	0	0	0	0	2	0	0	0	0	0	0	0	0
ILMN_1734290	chr2	27249914	27249964	-	51	4	39	6	3	0	8	5	1	6	0	0	0	2	1
ILMN_1755411	chr12	56983350	56983400	-	51	15	2	26	5	1	10	3	8	6	5	3	3	17	8
ILMN_1810092	chr14	105060693	105060743	+	51	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ILMN_1668446	chr17	66971619	66971669	+	51	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ILMN_1720501	chr17	66981070	66981120	+	51	0	1	4	0	0	0	0	0	0	0	0	0	0	0
ILMN_1843784	chr10	30067010	30067060	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3307940	chr18	3597011	3597061	-	51	21	1	7	3	1	2	1	1	3	4	1	4	4	5
ILMN_1678791	chr2	70995129	70995179	-	51	1	0	1	39	22	119	87	171	104	49	30	36	137	101
ILMN_2336146	chr2	70922898	70922948	+	51	0	1	0	50	22	104	82	151	107	59	24	33	128	68
ILMN_1694133	chr2	70903969	70904019	+	51	0	0	0	109	56	174	151	201	143	82	36	57	196	130
ILMN_2408796	chr19	3544862	3544912	+	51	57	2	33	32	32	62	40	59	38	24	10	22	44	60
ILMN_1677082	chr1	143903940	143903990	+	51	0	0	0	0	0	0	2	1	0	0	0	0	0	0
ILMN_1760174	chr3	182733257	182733307	+	51	131	33	47	40	68	17	24	62	22	26	23	32	39	19
ILMN_1782095	chr20	826725	826775	-	51	32	6	1	19	15	18	15	20	13	13	4	11	20	8
ILMN_1682335	chr22	46464919	46464969	+	51	2	0	0	0	0	0	1	0	1	0	0	0	0	0
ILMN_2103388	chr4	4323067	4323117	-	51	17	3	1	8	5	3	9	9	6	8	1	2	6	9
ILMN_1696463	chr11	47376454	47376504	+	51	34	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1849399	chr2	85764842	85764892	+	51	20	6	4	13	6	1	6	11	5	5	2	4	2	10
ILMN_1704134	chr15	30938632	30938682	-	51	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ILMN_1805345	chr7	100212525	100212575	-	51	50	9	41	33	25	26	39	46	21	21	8	13	32	19
ILMN_1791711	chr15	45410034	45410084	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1673355	chr4	71255538	71255588	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3227604	chr2	198244950	198245000	+	51	0	0	0	82	65	66	66	101	95	107	36	91	92	65
ILMN_3304203	chr2	198244436	198244486	+	51	0	0	0	0	1	0	1	0	1	0	0	0	0	0
ILMN_1651819	chr7	151818942	151818992	-	51	61	26	73	61	89	93	57	94	99	56	35	44	67	90
ILMN_1689965	chr9	5774057	5774107	-	51	210	1	40	29	12	25	38	47	21	15	10	16	52	42
ILMN_1663390	chr1	43828752	43828802	-	51	187	20	13	187	321	256	167	226	133	154	75	134	206	231
ILMN_1671854	chr16	30391356	30391406	+	51	161	0	0	0	0	1	0	0	0	0	1	0	0	0
ILMN_1805536	chr7	63894853	63894903	-	51	1	0	0	17	12	23	22	28	33	14	15	12	20	28
ILMN_2136615	chr7	48003885	48003935	+	51	29	0	18	5	5	8	11	16	11	5	6	9	14	24
ILMN_1670462	chr7	48004266	48004316	+	51	11	0	3	3	1	0	1	1	3	1	2	0	3	3
ILMN_2377025	chr5	149759209	149759259	-	51	113	1	21	130	124	140	193	144	116	96	51	91	185	198
ILMN_2369826	chr16	684758	684808	+	51	386	79	111	96	168	92	119	155	78	54	53	78	92	129
ILMN_3248890	chr4	119200347	119200397	-	51	43	3	3	5	9	9	22	9	14	5	10	8	13	27
ILMN_1804490	chr7	102066967	102067017	-	51	56	38	12	20	47	16	23	21	15	16	6	13	16	43
ILMN_1770361	chr16	22574738	22574788	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1779031	chr3	102198307	102198357	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1730019	chr22	50167308	50167358	+	51	97	15	28	23	35	18	36	27	28	17	19	22	25	59
ILMN_1740601	chr2	96908575	96908625	-	51	1	0	3	1	0	1	0	2	1	0	0	1	3	0
ILMN_2100689	chr17	12046589	12046639	-	51	81	24	29	42	50	23	34	35	32	31	15	31	43	74
ILMN_2100693	chr17	12045836	12045886	-	51	75	0	21	27	22	27	32	38	41	18	26	16	31	71
ILMN_1729515	chrX	71417830	71417880	-	51	1	3	2	0	2	1	0	1	2	3	1	1	5	5
ILMN_3183760	chr15	29906394	29906444	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1741768	chr21	43802122	43802172	+	51	73	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1675677	chr21	43802191	43802241	+	51	295	0	0	0	0	0	0	1	0	0	0	0	0	1
ILMN_1707434	chr8	23432750	23432800	-	51	5	62	9	15	21	8	18	38	15	14	9	10	23	7
ILMN_1730391	chr6	43639222	43639272	+	51	149	39	35	61	83	75	78	115	66	45	23	38	72	138
ILMN_2385918	chr4	68603146	68603196	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1707337	chr1	155584644	155584694	-	51	41	11	10	24	21	9	20	20	14	9	9	15	20	32
ILMN_1695583	chr1	119157060	119157110	+	51	0	0	0	1	0	1	0	0	1	0	0	0	0	0
ILMN_1914495	chr8	42570012	42570062	+	51	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ILMN_3290174	chr1	32697485	32697535	+	51	31	5	53	15	25	18	21	33	31	7	15	13	21	19
ILMN_1794095	chr6	87726165	87726215	-	51	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ILMN_1715068	chr15	58477860	58477910	-	51	8	0	3	0	0	0	0	0	0	0	0	0	0	0
ILMN_1795756	chrX	21670422	21670472	-	51	8	0	4	5	1	5	5	2	1	3	4	2	10	1
ILMN_1768162	chr12	5343924	5343974	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3176403	chr11	77445938	77445988	+	51	2	0	0	4	4	13	13	15	8	5	3	2	6	27
ILMN_1699768	chr20	54572831	54572881	+	51	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ILMN_1796949	chr20	30388829	30388879	-	51	365	6	48	171	211	271	227	245	216	139	75	139	222	226
ILMN_1672162	chrX	27772894	27772944	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_2349771	chr1	27697082	27697132	+	51	0	0	0	1	1	0	0	1	2	0	0	0	3	0
ILMN_1690298	chr2	106905274	106905324	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1677305	chr19	45166653	45166703	-	51	6	8	76	12	20	19	16	24	23	8	6	8	19	58
ILMN_3260286	chr5	167976801	167976851	+	51	181	1	31	44	26	32	34	55	36	30	36	21	46	42
ILMN_1805216	chr13	95055635	95055685	-	51	0	1	17	7	3	4	25	17	11	15	1	5	44	14
ILMN_1773380	chr17	73823613	73823663	+	51	197	3	1	13	26	23	14	25	6	12	6	5	13	12
ILMN_1798974	chr19	9577264	9577314	+	51	0	0	0	0	0	1	36	1	23	0	1	7	0	0
ILMN_1690419	chr10	16208825	16208875	+	51	0	0	0	0	0	0	0	1	1	0	0	0	0	0
ILMN_1706344	chr3	58280125	58280175	-	51	37	4	7	6	13	8	4	12	11	4	1	3	11	3
ILMN_1719103	chr6	83602640	83602690	+	51	19	6	12	30	29	16	20	31	31	21	22	15	37	10
ILMN_2127624	chr6	83602493	83602543	+	51	21	10	10	24	35	18	16	20	30	9	12	23	37	12
ILMN_1793630	chr2	220506371	220506421	-	51	0	46	8	5	10	4	5	7	7	4	2	4	7	9
